indexSequence
A0A010QUB8|unreviewed|Cerato-platanin|taxID:1445577
A0A017SM70|unreviewed|Cerato-platanin-domain-containing
A0A022VYP7|unreviewed|Uncharacterized
A0A022VZ91|unreviewed|Uncharacterized
A0A022XPK0|unreviewed|Uncharacterized
A0A022XQU3|unreviewed|Uncharacterized
A0A024RXJ8|unreviewed|Epl1
A0A024RXZ1|unreviewed|Cerato-platanin|taxID:1344414
A0A024RYP7|unreviewed|Snodprot2|taxID:1344414
A0A059J953|unreviewed|Uncharacterized
A0A060SBK6|unreviewed|Uncharacterized
A0A060SCG8|unreviewed|Uncharacterized
A0A060SI46|unreviewed|Uncharacterized
A0A060SIH6|unreviewed|Uncharacterized
A0A060SJ44|unreviewed|Uncharacterized
A0A061HI02|unreviewed|Bgt-2403|taxID:1268274
A0A063BP22|unreviewed|Eliciting
A0A066WZT9|unreviewed|Uncharacterized
A0A066XDH8|unreviewed|Putative
A0A067P148|unreviewed|Uncharacterized
A0A067P1L0|unreviewed|Uncharacterized
A0A067P1L4|unreviewed|Uncharacterized
A0A067P468|unreviewed|Uncharacterized
A0A067P478|unreviewed|Uncharacterized
A0A067PAS6|unreviewed|Uncharacterized
A0A067PDR3|unreviewed|Uncharacterized
A0A067PDS5|unreviewed|Uncharacterized
A0A067PYC7|unreviewed|Uncharacterized
A0A067QAV5|unreviewed|Uncharacterized
A0A067TPT9|unreviewed|Uncharacterized
A0A080WFG5|unreviewed|Uncharacterized
A0A084B3B1|unreviewed|Uncharacterized
A0A084FZZ4|unreviewed|Uncharacterized
A0A084QBP9|unreviewed|Uncharacterized
A0A084REJ1|unreviewed|Uncharacterized
A0A086SZU6|unreviewed|Uncharacterized
A0A086T978|unreviewed|Protein
A0A090MJ00|unreviewed|WGS
A0A093V6Z0|unreviewed|Allergen
A0A093VKP5|unreviewed|Heat-stable
A0A093Y426|unreviewed|Uncharacterized
A0A093Z5T5|unreviewed|Uncharacterized
A0A093Z5Z4|unreviewed|Uncharacterized
A0A093ZUQ6|unreviewed|Uncharacterized
A0A094AMM0|unreviewed|Uncharacterized
A0A094BSD6|unreviewed|Uncharacterized
A0A094DNZ7|unreviewed|Uncharacterized
A0A094FL76|unreviewed|Uncharacterized
A0A094G3A2|unreviewed|Uncharacterized
A0A094GIK5|unreviewed|Uncharacterized
A0A094GMA4|unreviewed|Uncharacterized
A0A094H2X6|unreviewed|Chromo
A0A098DBP3|unreviewed|Uncharacterized
A0A0A1IXC4|unreviewed|Cerato-platanin
A0A0A1IXC5|unreviewed|Cerato-platanin
A0A0A1IXS2|unreviewed|Cerato-platanin
A0A0A1IXX0|unreviewed|Cerato-platanin
A0A0A1URK0|unreviewed|Cerato-platanin
A0A0A1UXQ6|unreviewed|Cerato-platanin
A0A0A2J9E5|unreviewed|Cerato-platanin|taxID:27334
A0A0A2L1N3|unreviewed|Cerato-platanin|taxID:40296
A0A0A2VG39|unreviewed|Protein
A0A0B1PH63|unreviewed|Putative
A0A0B2WSX6|unreviewed|Secreted
A0A0B4FPM4|unreviewed|Secreted
A0A0B4FUJ1|unreviewed|Eliciting
A0A0B4GYK4|unreviewed|Eliciting
A0A0B4HHG6|unreviewed|Eliciting
A0A0B7K7E0|unreviewed|Uncharacterized
A0A0B8N5M4|unreviewed|Heat-stable
A0A0C2SUG6|unreviewed|Uncharacterized
A0A0C2XHQ0|unreviewed|Uncharacterized
A0A0C2Z473|unreviewed|Uncharacterized
A0A0C2ZK49|unreviewed|Uncharacterized
A0A0C3AL84|unreviewed|Uncharacterized
A0A0C3BLR7|unreviewed|Uncharacterized
A0A0C3CLH7|unreviewed|Uncharacterized
A0A0C3DT09|unreviewed|Uncharacterized
A0A0C3E1M4|unreviewed|Uncharacterized
A0A0C3ECN5|unreviewed|Uncharacterized
A0A0C3EFC4|unreviewed|Uncharacterized
A0A0C3IC85|unreviewed|Uncharacterized
A0A0C3JAH3|unreviewed|Uncharacterized
A0A0C3JQ48|unreviewed|Uncharacterized
A0A0C3JUW6|unreviewed|Uncharacterized
A0A0C3KGM0|unreviewed|Uncharacterized
A0A0C3NCJ3|unreviewed|Uncharacterized
A0A0C3NF64|unreviewed|Uncharacterized
A0A0C3NFZ0|unreviewed|Uncharacterized
A0A0C3NW56|unreviewed|Uncharacterized
A0A0C3NWB5|unreviewed|Uncharacterized
A0A0C3NY95|unreviewed|Uncharacterized
A0A0C3PKI1|unreviewed|Uncharacterized
A0A0C3S4I2|unreviewed|Uncharacterized
A0A0C4DW91|unreviewed|SnodProt1|taxID:644358
"A0A0C4DW92|unreviewed|SnodProt1,"
A0A0C9T558|unreviewed|Unplaced
A0A0C9TY19|unreviewed|Unplaced
A0A0C9TY91|unreviewed|Unplaced
A0A0C9TYZ0|unreviewed|Unplaced
A0A0C9U2R9|unreviewed|Unplaced
A0A0C9U4N7|unreviewed|Unplaced
A0A0C9UGA2|unreviewed|Unplaced
A0A0C9UPW0|unreviewed|Unplaced
A0A0C9UYI0|unreviewed|Unplaced
A0A0C9UZB9|unreviewed|Unplaced
A0A0C9V0Y6|unreviewed|Unplaced
A0A0C9V8L0|unreviewed|Unplaced
A0A0C9VSJ1|unreviewed|Unplaced
A0A0C9W1B2|unreviewed|Unplaced
A0A0C9W322|unreviewed|Unplaced
A0A0C9W7S6|unreviewed|Unplaced
A0A0C9WDT6|unreviewed|Unplaced
A0A0C9WEH8|unreviewed|Unplaced
A0A0C9WFB1|unreviewed|Unplaced
A0A0C9Y1R3|unreviewed|Unplaced
A0A0C9YNY0|unreviewed|Unplaced
A0A0C9YP09|unreviewed|Unplaced
A0A0C9YSC6|unreviewed|Unplaced
A0A0C9Z000|unreviewed|Unplaced
A0A0C9ZND0|unreviewed|Unplaced
A0A0D0A421|unreviewed|Unplaced
A0A0D0A655|unreviewed|Unplaced
A0A0D0AGP5|unreviewed|Unplaced
A0A0D0AHY6|unreviewed|Unplaced
A0A0D0AV96|unreviewed|Unplaced
A0A0D0B165|unreviewed|Unplaced
A0A0D0B6N3|unreviewed|Unplaced
A0A0D0B6N5|unreviewed|Unplaced
A0A0D0B6P6|unreviewed|Unplaced
A0A0D0BD31|unreviewed|Unplaced
A0A0D0BPA1|unreviewed|Unplaced
A0A0D0C9C2|unreviewed|Unplaced
A0A0D0CKY4|unreviewed|Unplaced
A0A0D0CTK1|unreviewed|Unplaced
A0A0D0CTQ3|unreviewed|Unplaced
A0A0D0DHY4|unreviewed|Unplaced
A0A0D0DX56|unreviewed|Unplaced
A0A0D0DZ62|unreviewed|Unplaced
A0A0D0E271|unreviewed|Unplaced
A0A0D2N585|unreviewed|Uncharacterized
A0A0D2NGX9|unreviewed|Uncharacterized
A0A0D2XJE5|unreviewed|Uncharacterized
A0A0D2XMF1|unreviewed|Uncharacterized
A0A0D2Y5Z4|unreviewed|Uncharacterized
A0A0D2Y9V7|unreviewed|Uncharacterized
A0A0D2YA76|unreviewed|Uncharacterized
A0A0D5ZBN4|unreviewed|Cerato-platanin-like
A0A0D7AH64|unreviewed|Epl1
A0A0D7AHL2|unreviewed|Sm1
A0A0D7AII3|unreviewed|Epl1
A0A0D7AJZ8|unreviewed|Cerato-platanin|taxID:1128425
A0A0D7AK02|unreviewed|Cerato-platanin|taxID:1128425
A0A0D7ALK2|unreviewed|Snodprot1|taxID:1128425
A0A0D7BGJ8|unreviewed|Asp
A0A0D7BMJ3|unreviewed|Snodprot1|taxID:1314674
A0A0D7BQ97|unreviewed|Eliciting
A0A0D9N8W4|unreviewed|Uncharacterized
A0A0D9NQV8|unreviewed|Uncharacterized
A0A0E3SYF9|unreviewed|Cerato-platanin-like
A0A0E3T047|unreviewed|Cerato-platanin-like
A0A0F0I3I0|unreviewed|Cerato-platanin|taxID:1403190
A0A0F4G664|unreviewed|Eliciting
A0A0F4YLK0|unreviewed|Allergen
A0A0F4ZFD8|unreviewed|Uncharacterized
A0A0F7TFF0|unreviewed|Uncharacterized
A0A0F7ZQA4|unreviewed|Protein
A0A0F8A4T6|unreviewed|Uncharacterized
A0A0F8BPB0|unreviewed|Uncharacterized
A0A0F8UAH5|unreviewed|Uncharacterized
A0A0F8UNX1|unreviewed|Uncharacterized
A0A0F8XDV8|unreviewed|Uncharacterized
A0A0F8XK81|unreviewed|Uncharacterized
A0A0F9XM39|unreviewed|Protein
A0A0F9Y2N5|unreviewed|Uncharacterized
A0A0G0A9R7|unreviewed|SnodProt1|taxID:5544
A0A0G2FUQ8|unreviewed|Putative
A0A0G2FWX1|unreviewed|Putative
A0A0G2GKG8|unreviewed|Protein
A0A0G2I9I9|unreviewed|Uncharacterized
A0A0G4KLD9|unreviewed|Uncharacterized
A0A0G4LZS2|unreviewed|Uncharacterized
A0A0G4M6F2|unreviewed|Uncharacterized
A0A0G4NBW2|unreviewed|Uncharacterized
A0A0G4NKU4|unreviewed|Uncharacterized
A0A0G4PJA3|unreviewed|Cerato-platanin|taxID:1429867
A0A0H1BHT1|unreviewed|Uncharacterized
A0A0H2RJ08|unreviewed|Uncharacterized
A0A0H2RLU2|unreviewed|SnodProt1|taxID:27342
A0A0H2RTI7|unreviewed|Cerato-platanin|taxID:27342
A0A0H2RU86|unreviewed|Uncharacterized
A0A0H2S078|unreviewed|Cerato-platanin|taxID:27342
A0A0H2SDQ8|unreviewed|Cerato-platanin|taxID:27342
A0A0H5QGM8|unreviewed|Uncharacterized
A0A0I9XGS0|unreviewed|Probable
A0A0I9YF95|unreviewed|Uncharacterized
A0A0J5Q308|unreviewed|Allergenic
A0A0J6F8P4|unreviewed|Cerato-platanin
A0A0J6Y0D2|unreviewed|Uncharacterized
A0A0J8QSS2|unreviewed|Allergen
A0A0J8RFB1|unreviewed|Heat-stable
A0A0J9VMG6|unreviewed|Uncharacterized
A0A0K2GUU1|unreviewed|Cerato-platanin|taxID:312342
A0A0K2GUU3|unreviewed|Cerato-platanin|taxID:312342
A0A0K2GUU4|unreviewed|Cerato-platanin|taxID:1699678
A0A0K2GUU5|unreviewed|Cerato-platanin|taxID:312341
A0A0K2GUU7|unreviewed|Cerato-platanin|taxID:312342
A0A0K2GUU8|unreviewed|Cerato-platanin|taxID:312343
A0A0K2GUV0|unreviewed|Cerato-platanin|taxID:5158
A0A0K2GV57|unreviewed|Cerato-platanin|taxID:312344
A0A0K2GVM7|unreviewed|Cerato-platanin|taxID:312342
A0A0K2GVN3|unreviewed|Cerato-platanin|taxID:312341
A0A0K8LC60|unreviewed|Heat-stable
A0A0K8LGV4|unreviewed|Allergen
A0A0L0MWX8|unreviewed|Protein
