indexSequence
A0A010QEH8|unreviewed|Fungal
A0A010RGA1|unreviewed|Uncharacterized
A0A010RPW6|unreviewed|Uncharacterized
A0A023WG00|unreviewed|Class
A0A024RUV7|unreviewed|Hydrophobin-2|taxID:1344414
A0A024RXA3|unreviewed|Uncharacterized
A0A024SBY8|unreviewed|Uncharacterized
A0A024SD39|unreviewed|Hydrophobin
A0A024SDQ7|unreviewed|Hydrophobin|taxID:1344414
A0A024SJT4|unreviewed|Hydrophobin|taxID:1344414
A0A059U0D1|unreviewed|Cu
A0A059U257|unreviewed|Cu
A0A063BRD5|unreviewed|Class
A0A066WYW8|unreviewed|Putative
A0A066XKB8|unreviewed|Putative
A0A067S7B7|unreviewed|Uncharacterized
A0A067S7C6|unreviewed|Uncharacterized
A0A067S9X5|unreviewed|Uncharacterized
A0A067TH33|unreviewed|Uncharacterized
A0A072PKS3|unreviewed|Uncharacterized
A0A074VSJ5|unreviewed|Uncharacterized
A0A074WRC8|unreviewed|Uncharacterized
A0A074XBQ1|unreviewed|Uncharacterized
A0A074XHM6|unreviewed|Uncharacterized
A0A074YPP7|unreviewed|Uncharacterized
A0A074ZGN6|unreviewed|Uncharacterized
A0A084AJ08|unreviewed|Uncharacterized
A0A084AK79|unreviewed|Uncharacterized
A0A084B4E0|unreviewed|Uncharacterized
A0A084QPG4|unreviewed|Uncharacterized
A0A084R8E5|unreviewed|Uncharacterized
A0A086T3N9|unreviewed|Trihydrophobin-like
A0A090C674|unreviewed|Geo1
A0A090C675|unreviewed|Geo1
A0A090C676|unreviewed|Geo1
A0A090C677|unreviewed|Geo1
A0A090C678|unreviewed|Geo1
A0A090C6B8|unreviewed|Geo1
A0A090C6B9|unreviewed|Geo1
A0A090C6C2|unreviewed|Geo1
A0A090C6G8|unreviewed|Geo1
A0A090C6H0|unreviewed|Geo1
A0A090C6H2|unreviewed|Geo1
A0A090C6K9|unreviewed|Geo1
A0A090C6L0|unreviewed|Geo1
A0A090C6L2|unreviewed|Geo1
